,original_title,release_date,revenue,runtime,vote_average,Animation,Comedy,Horror,Western,Thriller,Crime,Romance,History,Fantasy,ScienceFiction,Action,Mystery,Family,Drama,Adventure
34943,The Unseen,1945,0.0,80.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34944,Desert Fury,1947,0.0,96.0,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34945,So Evil My Love,1948,0.0,112.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34946,Sealed Verdict,1948,0.0,82.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34947,Dino Time,2012,0.0,85.0,4.5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
34948,我的少女時代,2015,0.0,134.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
34949,破風,2015,0.0,125.0,6.8,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
34950,Don Gato y su pandilla,2011,0.0,90.0,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34951,The Big Short,2015,133346506.0,130.0,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34952,The Throwaways,2015,0.0,90.0,5.1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
34953,Sien lui yau wan III: Do do do,1991,0.0,104.0,6.5,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
34954,Applesauce,2015,0.0,91.0,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34955,Christmas Eve,2015,0.0,95.0,6.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
34956,John Lennon - Plastic Ono Band,2008,0.0,52.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34957,Sherlock Holmes,1916,0.0,116.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34958,The American Mall,2008,0.0,100.0,4.8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
34959,พี่ชาย My Hero,2015,0.0,80.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34960,Two Tigers,2007,0.0,0.0,3.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
34961,"Sexo, Mentiras y Muertos",2011,0.0,86.0,4.0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
34962,Mrs. Lambert Remembers Love,1991,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34963,The Ridiculous 6,2015,0.0,119.0,4.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
34964,ดุ ดวล ดิบ,2012,0.0,92.0,5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34965,ലോഹം,2015,2250547.0,129.0,4.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
34966,എന്നും എപ്പോഴും,2015,0.0,147.0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
34967,സ്പിരിറ്റ്,2012,0.0,145.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34968,Psychic Killer,1975,0.0,89.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
34969,Chaos on the Bridge,2015,0.0,59.0,7.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34970,John Mulaney: The Comeback Kid,2015,0.0,62.0,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34971,L for Leisure,2014,0.0,74.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34972,Saw,2003,0.0,9.0,6.8,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
34973,Northpole,2014,0.0,0.0,5.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
34974,Ουζερί Τσιτσάνης,2015,0.0,112.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34975,Amy Schumer: Mostly Sex Stuff,2012,0.0,41.0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34976,Loup,2009,0.0,102.0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34977,American Hero,2015,0.0,86.0,5.1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
34978,Night Owls,2015,0.0,91.0,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
34979,Led Zeppelin - Celebration Day,2012,0.0,124.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34980,El Incidente,2014,0.0,102.0,6.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
34981,The Chiefs,2004,0.0,90.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34982,건축학개론,2012,0.0,118.0,6.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
34983,Au bout du conte,2013,0.0,112.0,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34984,9. april,2015,0.0,93.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34985,I Believe in Miracles,2015,0.0,104.0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34986,The Girl in the Book,2015,0.0,86.0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34987,La Vague,1891,0.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34988,A Hand Shake,1892,0.0,1.0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34989,Ангелы революции,2014,0.0,105.0,6.8,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
34990,Mojave,2015,0.0,93.0,4.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34991,Steak (R)évolution,2014,0.0,135.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
34992,Visitors of the Night,1995,0.0,98.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34993,Motorcycle Gang,1994,0.0,84.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34994,റെഡ്‌ വൈൻ,2013,0.0,146.0,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34995,China Heavyweight,2012,0.0,89.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34996,Yalom's Cure,2014,0.0,77.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34997,Psalm 21,2009,0.0,114.0,4.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34998,Tumbledown,2015,135026.0,105.0,6.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
34999,9-Man,2014,0.0,87.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000,La Sfida,1958,0.0,0.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35001,Uomini contro,1970,0.0,101.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35002,Cronaca di una morte annunciata,1987,0.0,109.0,6.6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
35003,Dimenticare Palermo,1990,0.0,100.0,5.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35004,Il minestrone,1981,0.0,104.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35005,Bawdy Tales,1973,0.0,93.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35006,Ostia,1970,0.0,0.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35007,Beneath Loch Ness,2002,0.0,96.0,2.6,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0
35008,Atomic Train,1999,0.0,168.0,4.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35009,The Dream Is Alive,1985,0.0,37.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35010,Evil Alien Conquerors,2003,0.0,89.0,4.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35011,A Kid in Aladdin's Palace,1998,0.0,89.0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
35012,The Education Of Shelby Knox,2005,0.0,76.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35013,La niña en la piedra,2007,0.0,104.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35014,Spy School,2008,0.0,86.0,3.9,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
35015,Wizards of Waverly Place: The Movie,2009,0.0,94.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
35016,Dak kui oi no,1992,0.0,91.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35017,Second Skin,2009,0.0,94.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35018,Under the Electric Sky,2014,0.0,85.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35019,The Pit,2009,0.0,64.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35020,One Six Right,2005,0.0,73.0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35021,Конек-Горбунок,1947,0.0,57.0,3.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
35022,La Ritournelle,2014,0.0,98.0,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35023,Les Interdits,2013,0.0,92.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35024,Fatherland,1986,0.0,111.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35025,Dillo con parole mie,2003,0.0,104.0,5.8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
35026,"À bientôt, j'espère",1968,0.0,45.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35027,10%: What Makes a Hero?,2013,0.0,88.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35028,100 Ghost Street: The Return of Richard Speck,2012,0.0,84.0,4.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35029,The Unwanted,2014,0.0,95.0,3.8,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35030,Duvar,1983,0.0,117.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35031,Egymásra nézve,1982,0.0,102.0,4.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35032,The Legend of Bhagat Singh,2002,6000000.0,155.0,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
35033,Dawn Patrol,2015,0.0,86.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35034,Gone Too Far!,2014,0.0,87.0,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35035,Sawney: Flesh of Man,2012,0.0,89.0,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35036,Inbred,2011,0.0,90.0,5.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35037,Chemerical,2009,0.0,75.0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35038,For Lovers Only,2011,0.0,88.0,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35039,Heleno,2012,0.0,116.0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35040,Майдан,2014,0.0,130.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35041,Жить,2010,0.0,74.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35042,Snowman's Land,2010,0.0,0.0,5.6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
35043,De Heineken Ontvoering,2011,0.0,120.0,6.2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
35044,The Pink Floyd and Syd Barrett Story,2003,0.0,49.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35045,Rudolph's Shiny New Year,1976,0.0,60.0,5.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35046,Beltracchi – Die Kunst der Fälschung,2014,0.0,93.0,7.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
35047,Kôkaku Kidôtai,2015,101203.0,100.0,6.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35048,"Christmas, Again",2014,0.0,80.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35049,Archipelago,2010,0.0,114.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35050,Саранча,2014,467363.0,118.0,6.5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
35051,Little Thirteen,2012,0.0,90.0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35052,Jørgen + Anne = sant,2011,0.0,83.0,7.4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
35053,Extraction,2015,16775.0,83.0,4.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35054,Whiffs,1975,0.0,91.0,8.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35055,Fencing,1892,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35056,World of Tomorrow,2015,0.0,17.0,8.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35057,Nuit #1,2011,0.0,91.0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35058,Dinosaur Island,1994,0.0,85.0,4.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
35059,Zoolander 2,2016,55969000.0,100.0,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35060,Johan Falk: De fredlösa,2009,0.0,94.0,5.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35061,Johan Falk: Operation Näktergal,2009,0.0,90.0,6.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35062,Pyramiden,2007,0.0,0.0,6.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
35063,View From A Blue Moon,2015,0.0,58.0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35064,Anuvahood,2011,0.0,88.0,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35065,Shadey,1985,0.0,90.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35066,Tarzan in Manhattan,1989,0.0,94.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35067,Young Love,2001,0.0,80.0,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35068,Die Akte Golgatha,2010,0.0,88.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35069,Love at the Thanksgiving Day Parade,2012,0.0,97.0,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35070,Gangsta Granny,2013,0.0,60.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35071,Asesinos inocentes,2015,0.0,0.0,5.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35072,The Legend of Barney Thomson,2015,0.0,96.0,5.9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
35073,Mississippi Damned,2009,0.0,120.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35074,Ice Spiders,2007,0.0,90.0,3.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
35075,Unbranded,2015,0.0,105.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35076,The Lion Guard: Return of the Roar,2015,0.0,44.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35077,その夜の侍,2012,0.0,120.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35078,アフタースクール,2008,0.0,102.0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35079,審死官,1992,0.0,102.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35080,逃學威龍,1991,0.0,100.0,6.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35081,Lo chiamavano King,1971,0.0,96.0,6.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35082,Liliya Belgii,1915,0.0,15.0,7.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35083,Haganenet,2014,0.0,120.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35084,阿虎,2000,0.0,105.0,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35085,72家租客,2010,0.0,99.0,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35086,Vampire Circus,1972,0.0,87.0,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35087,Hitting the Apex,2015,0.0,138.0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35088,How to Be Single,2016,112343513.0,110.0,5.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35089,Huge,2010,0.0,78.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35090,Winning Dad,2015,0.0,81.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35091,Wir sind die Neuen,2014,0.0,91.0,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35092,"협녀, 칼의 기억",2015,0.0,121.0,6.4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
35093,Encounters,2015,0.0,108.0,6.4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
35094,Anguish,2015,0.0,91.0,4.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35095,Doctor Mordrid,1992,0.0,72.0,6.1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
35096,Winning: The Racing Life of Paul Newman,2015,0.0,83.0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35097,Marvel Super Hero Adventures: Frost Fight!,2015,0.0,73.0,7.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35098,青の祓魔師 -劇場版-,2012,0.0,88.0,6.8,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
35099,Finders Keepers,2015,0.0,82.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35100,Devil Dog: The Hound of Hell,1978,0.0,95.0,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35101,The Propaganda Game,2015,0.0,94.0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102,Darkness on the Edge of Town,2015,0.0,87.0,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35103,Two Step,2015,0.0,93.0,5.3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
35104,Assassins Run,2013,0.0,90.0,4.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
35105,Bolshoi Babylon,2015,0.0,86.0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35106,Bowery Buckaroos,1947,0.0,66.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35107,He Never Died,2015,0.0,99.0,6.3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
35108,Night Into Morning,1951,0.0,86.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35109,ഷട്ടര്‍,2013,0.0,134.0,7.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35110,Steelyard Blues,1973,0.0,93.0,6.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
35111,L'assassino,1961,0.0,93.0,5.3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
35112,10+10,2011,0.0,114.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35113,Zai na he pan qing cao qing,1982,0.0,87.0,6.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
35114,風兒踢踏踩,1981,0.0,90.0,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35115,就是溜溜的她,1980,0.0,90.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35116,Tian long ba bu,1977,0.0,77.0,6.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35117,The Black Marble,1980,0.0,110.0,5.3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
35118,The Last Fall,2012,0.0,98.0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35119,Botte di Natale,1994,0.0,107.0,6.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35120,The Perfect Weapon,1991,14061361.0,87.0,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35121,A Fare to Remember,1999,0.0,100.0,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35122,OzLand,2015,0.0,115.0,7.4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
35123,Another World,2014,0.0,100.0,3.9,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
35124,Found in Time,2012,0.0,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35125,Raggedy Ann & Andy: A Musical Adventure,1977,0.0,84.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35126,The Christmas Carol,1949,0.0,25.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35127,The Testaments,2000,0.0,65.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35128,Samurai Cop 2: Deadly Vengeance,2015,0.0,90.0,4.6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
35129,Eskil & Trinidad,2013,0.0,98.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35130,Fraternity Row,1977,0.0,101.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35131,Driver dagg faller regn,1946,0.0,102.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
35132,Elves,1989,0.0,89.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35133,Murder in the Dark,2013,0.0,82.0,5.8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
35134,검은 사제들,2015,0.0,108.0,6.1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
35135,탐정: 더 비기닝,2015,0.0,120.0,6.9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
35136,El gato desaparece,2011,0.0,90.0,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35137,La delgada línea amarilla,2015,0.0,95.0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35138,Les Maîtres du suspense,2014,0.0,101.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35139,Hände weg von Mississippi,2007,0.0,98.0,6.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
35140,The Runway,2010,0.0,101.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35141,A Town Without Christmas,2001,0.0,120.0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35142,Skřítek,2005,0.0,90.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35143,The Zohar Secret,2015,0.0,124.0,2.9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
35144,Raw Force,1982,0.0,86.0,5.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
35145,Ho fatto splash,1980,0.0,0.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35146,寄生獣,2014,0.0,109.0,6.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35147,寄生獣 完結編,2015,0.0,117.0,5.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35148,Dark Awakening,2014,0.0,95.0,4.2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
35149,Halfweg,2014,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35150,Mr. Miracle,2014,0.0,0.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35151,Uuno Turhapuro – This Is My Life,2004,0.0,104.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35152,Tupla-Uuno,1988,0.0,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35153,Uuno Turhapuro – kaksoisagentti,1987,0.0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35154,Uuno Turhapuro muuttaa maalle,1986,0.0,0.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35155,Uuno Turhapuron muisti palailee pätkittäin,1983,0.0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35156,Uuno Turhapuro menettää muistinsa,1982,0.0,0.0,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35157,Uuno Turhapuron Aviokriisi,1981,0.0,91.0,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35158,Tup-akka-lakko,1980,0.0,105.0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35159,Koeputkiaikuinen ja Simon enkelit,1979,0.0,87.0,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35160,"Rautakauppias Uuno Turhapuro, presidentin vävy",1978,0.0,90.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35161,Häpy Endkö? Eli kuinka Uuno Turhapuro sai niin kauniin ja rikkaan vaimon,1977,0.0,84.0,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35162,Lottovoittaja UKK Turhapuro,1976,0.0,84.0,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35163,Professori Uuno D.G. Turhapuro,1975,0.0,86.0,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35164,Talvivaaran miehet,2015,0.0,72.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35165,Stealing Christmas,2003,0.0,89.0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35166,Fifty Shades of Black,2016,21164799.0,92.0,4.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35167,"Totò, Peppino e i fuorilegge",1956,0.0,0.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35168,Pensavo fosse amore invece era un calesse,1991,0.0,103.0,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35169,La Banda degli Onesti,1956,0.0,106.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35170,"Totò, lascia o raddoppia?",1956,0.0,0.0,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35171,O.S.S.,1946,0.0,107.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35172,Mr. Peabody and the Mermaid,1948,0.0,89.0,5.2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
35173,Temptation,1946,0.0,98.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35174,The Pied Piper,1942,0.0,87.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35175,The Man I Married,1940,0.0,77.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35176,Unlocking the Cage,2016,0.0,90.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35177,1 P.M.,1972,0.0,77.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35178,Jimi Plays Monterey,1986,0.0,50.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35179,Depeche Mode: 101,1989,0.0,117.0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35180,The Return of the War Room,2008,0.0,82.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35181,Elaine Stritch: At Liberty,2002,0.0,140.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
